Audio Mean,Zero Crossings,Spectral Centroid,Rolloff,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,MFCC 14,MFCC 15,MFCC 16,MFCC 17,MFCC 18,MFCC 19,MFCC 20,Genre
-0.0001968748,53335,1765.9971372861744,3311.126118016557,-164.20235,121.983795,-15.703774,17.684568,6.7881904,0.8792561,-14.748805,-8.715634,-16.336124,-4.7617855,-15.6849375,-2.063112,-13.524599,-7.0163245,-2.7836516,-8.804733,-0.5206796,2.3275604,-0.3169158,0.0318387,Folk
-1.1660882e-05,40449,1244.8301660669802,2239.1195354860574,-371.7632,101.52328,1.6295099,10.158388,-7.3902936,-8.898758,-9.5309515,-5.6399584,-7.5873523,-3.3670287,-2.4226604,-3.9841897,-4.1254325,-5.3447566,-7.13123,-4.890378,-5.4710746,-5.8908634,-8.371398,-4.761712,Folk
-4.8374666e-05,56314,1822.8336501291735,3563.5617849627515,-104.32659,109.692795,-31.590328,18.967209,-6.2599177,-0.2967079,-13.969468,0.025371918,-17.755978,-5.407675,-15.666693,-1.1793926,-11.073882,-12.281829,-10.733143,-7.781984,-5.2133403,-1.1335694,-10.793182,-2.807665,Folk
5.0996105e-06,52048,1594.354455871062,3091.615878104425,-129.38371,126.39962,-35.03307,23.195982,-13.415348,-4.8773003,-16.242868,-10.063062,-21.369919,-10.814202,-14.677155,-6.7950125,-8.736576,-9.705382,-5.5089817,-6.4358706,-7.125133,-2.5482726,-4.308031,-3.006376,Folk
0.00082252437,69893,2331.5488111114187,5285.075348869578,-110.53887,103.590965,10.563142,16.402905,11.780961,3.5939188,-1.3751963,2.3683636,-10.041506,0.014621206,-4.8613157,3.0341716,-2.7595618,0.20357099,0.2754506,2.9143915,-2.0331137,4.176975,0.61190706,3.213927,Folk
1.1380279e-05,35749,1131.8809068393534,2118.1683174682903,-264.0153,160.49423,0.4110534,15.104343,12.00524,-8.938903,-10.806065,0.9501526,-8.250722,-9.298885,-11.679648,-5.356846,-4.494951,-11.125495,-18.531342,-2.5666976,-4.8940506,1.3685856,4.4366055,-3.5815187,Pop
4.293929e-06,39844,1255.9080294546757,2339.3465049501356,-137.06595,163.9779,-21.174532,18.226767,-11.065914,12.671103,-9.627133,-0.2102237,-8.251061,-1.4978107,-3.0348308,-2.539656,-4.9210105,-0.5727828,-4.9957895,-1.1004518,-7.7947116,-2.6693907,-8.916866,-2.9369931,Rock
0.003122093,76558,2193.7040223355116,4238.946972883182,29.663618,100.85368,-34.512012,35.056225,2.1778948,5.143588,-2.7137024,9.798347,1.297451,4.0260577,-1.2280004,5.6609626,1.1386461,3.5465739,-2.4874575,0.6547901,-7.92809,-0.94897705,-4.6048684,-0.9101763,Rock
2.9098765e-06,30836,1518.2859508687236,3174.0792059510554,-256.1638,117.06066,45.41788,18.586046,20.255259,20.884499,-2.262112,13.95262,-0.493705,3.3114047,2.0583577,9.714981,-2.4167576,4.614012,-3.8967876,0.46933407,-6.0620027,0.37809804,-7.0328856,-0.6957476,Rock
-3.8674094e-07,79655,1853.1625370634467,3410.3272997252616,-103.20554,125.02778,-57.945343,47.04005,-21.56591,-1.4716141,-21.397943,-5.5175962,-21.75135,-4.201915,-4.483578,-0.11705692,-14.463987,1.8086644,-6.069794,-7.392879,-9.48547,-5.116895,-10.126992,-1.0751282,Experimental
5.40226e-05,42076,1947.668600350937,4388.7567951214205,5.416105,110.02412,-4.1563163,26.908571,11.276934,14.191207,0.01222177,13.482062,0.41061464,8.063843,-3.9831138,4.6989355,-1.1329733,3.9641597,-1.5647848,2.1155944,-3.0646722,2.2038934,-3.108623,3.2962806,Rock
2.870615e-06,26901,1010.5922435032376,1795.2786871853214,-259.77087,150.32634,34.0458,54.643955,-13.422042,4.1200886,11.744029,-16.146906,-6.0402684,-0.10547615,-5.526104,-4.683341,-8.078412,5.0964813,-1.8777909,0.7455622,-1.8535814,-3.1633067,-3.2215474,0.12690635,Folk
-2.9382133e-07,40506,1385.4334897771537,2927.0728503521977,-205.76671,137.92268,-4.336491,56.31438,-8.292602,-1.2993598,12.601823,-10.336518,-17.35098,-0.64131975,1.3991848,-1.9649795,-11.0029,-0.83979154,-10.944759,-1.9346464,-6.0920444,-1.2996057,-0.18951151,0.39520916,Folk
-8.69717e-06,37526,1264.1010814618303,2564.377651318019,-224.36234,149.43152,-0.7981163,52.920822,-15.903311,-3.4058688,18.271246,-5.7213817,-14.423291,-1.0574783,-4.4540725,5.5161996,-13.36572,-2.2348232,-4.786816,-5.863612,0.37597108,-3.0092561,1.57266,-1.3524666,Folk
-0.00020998584,95021,2609.777654513953,5466.089358872725,33.92138,85.63332,-17.07529,21.032396,5.007166,-1.2203828,-13.0194645,3.791713,-7.7748427,4.6136518,-2.9527276,1.5564586,-8.586382,2.62067,-6.3002605,-3.649185,-8.637795,-0.3868802,-6.2592483,1.376781,Rock
1.0562752e-06,22935,766.7712473268535,1100.9621523407243,-400.2607,171.77034,25.657036,21.875557,19.867956,4.6407537,-1.0021619,-8.164748,-16.972271,-14.937677,-14.731707,-15.990768,-11.006735,-5.4469776,-10.242875,-4.3631086,-5.486509,-3.4592721,-2.5901403,3.4940426,Folk
-6.450604e-06,12547,396.86901560626796,468.1305026122291,-447.1732,197.95586,84.06179,42.487007,15.690944,5.783108,-2.4028397,0.0816828,0.6691341,-0.011033356,-3.6710496,-4.8280535,-10.117024,-11.172953,-10.994807,-6.107647,-3.283322,0.54016054,-1.7149894,-3.0874653,Experimental
2.4118178e-06,48210,1966.5325718211172,4201.351434661841,-162.04625,104.22296,-3.520144,24.668201,4.33323,0.5803315,-7.597352,-0.094649546,-12.013785,-7.774014,-12.791467,-3.7950263,-8.048483,-4.9883847,-7.8816776,-6.33225,-11.969778,-8.078825,-9.919769,-5.958307,Folk
0.00012282442,60756,1753.5431726971535,3358.529187947812,-117.4961,110.82299,-23.926216,22.524685,-9.705431,5.898129,-17.564867,-2.2047396,-19.534895,-5.1103234,-13.992435,-11.026892,-12.610441,-8.325249,-6.885562,-3.6284785,-12.827457,-9.542079,-9.82093,-6.3541017,Folk
0.00019653475,57596,1707.2191754181724,3266.7469130950076,-123.729004,113.15458,-25.151089,18.932768,-0.41214982,1.0665736,-9.987299,-9.821124,-12.863195,-1.5051435,-9.178946,-5.295826,-9.40628,-9.326949,-11.476987,-10.4869585,-8.505565,-6.318438,-7.1451297,-4.2682524,Folk
0.0018703107,52483,1665.700130477665,3605.7706686847446,-96.71306,144.93805,-42.019554,58.91799,-37.523266,20.821367,-17.614403,8.651729,-11.669637,-6.79939,-11.36463,-9.667786,-7.1975555,-8.59626,-9.2719965,-9.791605,-11.655006,-7.784592,-6.1766796,-2.5341423,International
-3.7478842e-06,77528,2105.6951113678315,4305.114452973712,-84.908775,126.27781,-36.362747,60.09663,-48.5361,24.022951,-19.142874,7.6035867,-14.052718,-1.8350837,-6.5730658,-0.7094767,-7.5142913,-8.5329485,-14.048691,-7.015616,-9.276237,-3.5117834,-3.4451182,-0.023286449,International
-6.478809e-05,44815,1986.05096756656,4501.340144812645,-103.03084,103.061874,27.610806,25.103985,7.8371615,14.074346,1.3838671,24.918692,-10.738967,1.1742035,-7.6590543,-2.5365896,1.6631289,2.4321773,-2.9039667,5.9407415,-4.5612884,1.4759532,1.7915558,-1.4600232,Hip-Hop
-0.0008871962,83250,2535.364305063089,4711.668333353505,-12.818836,67.906425,-48.071606,60.78609,14.6826315,25.676054,10.217393,10.633648,9.244088,2.1734734,-2.1993499,8.199515,-3.407547,1.1256034,-5.0855074,2.175731,-5.29744,-0.29660207,-1.3501954,-0.0034024145,Rock
1.684451e-05,97390,3101.4829565537266,6547.820075734653,-66.25069,63.039597,4.190449,16.863373,9.689568,11.090202,-7.4146047,9.863693,-6.3168626,5.1993194,-0.7552879,6.5133314,-2.2567961,6.465877,-0.3140084,6.5965457,-0.81527364,4.3495812,-2.305531,5.5771666,Hip-Hop
-2.5373658e-05,92708,2749.385061115272,5498.906227306836,-37.757812,71.20891,-12.310592,18.504854,-6.195572,12.900689,10.54954,7.355745,2.5382433,8.408355,2.1717126,12.24332,2.9642453,6.8856554,-1.7125326,5.0945797,-3.4985745,2.1571233,-3.0145347,6.7596717,Hip-Hop
0.0002125572,72978,3076.133161659264,6709.535932356216,-22.343569,51.858635,-0.06531972,23.634464,19.52263,16.017025,-0.72339493,7.294301,1.0361891,8.72726,-0.31267276,6.2193093,-5.2498474,8.005254,1.4552402,0.40436137,-11.18879,2.8139174,2.0508387,0.6951943,International
1.7829438e-05,71761,3103.2770528346327,6738.124553701104,-18.248446,52.041817,2.9827952,18.695276,4.4421144,21.305033,3.6582205,17.525562,-0.18462817,3.619559,0.06763475,10.336306,-3.3158343,4.247459,-3.0286639,1.874829,-6.623269,1.5654097,0.6034403,-0.28736827,International
-3.548034e-05,97415,3228.942492535233,6739.542580241389,-9.196187,54.272713,19.057241,28.708546,-0.71139365,17.132088,-14.477531,10.624706,1.1753397,9.346822,4.172751,2.1696436,-4.3007126,9.466791,-7.5649443,4.094175,-2.4157197,-3.8772078,-1.5229666,0.16617444,International
5.375684e-05,40422,2319.5551412748136,4548.376266278563,-69.722595,59.56365,-19.757029,73.377205,15.301044,9.963076,6.6819553,11.793574,2.3777297,0.27031812,-7.113434,8.451266,-7.8209443,3.370328,1.0560209,4.42426,-3.7972054,-2.8901758,5.1799393,0.7353832,International
-0.0003692978,55307,2229.1390417889256,5226.488690483395,-56.940784,83.58093,24.23041,44.96202,5.9545827,2.7524576,-0.7347114,14.106464,-0.491196,-0.090539984,-3.4798968,8.247664,-1.7033447,3.4688945,-2.9763482,2.8572147,-3.7897308,-2.5341558,-5.165,2.8026512,International
-4.3919754e-06,58045,2273.4236136012187,5093.060515153712,-65.30951,88.31934,1.956029,20.986311,-1.8407025,10.054384,-13.131054,6.2634234,-2.3928027,5.188095,4.8117948,8.440586,-2.9945028,5.74043,-7.1333714,2.4788918,-6.121953,2.4299695,-0.04691975,1.9910476,International
-7.4120408e-06,29448,1222.0130027984835,2626.0416729703234,-117.32084,130.82298,8.42163,49.978786,7.628944,-9.536511,13.093897,-7.0244412,0.75481075,2.2379699,8.709441,4.6358323,-6.6818647,-4.381734,-9.32545,-6.3958344,-11.979219,-3.5902529,-10.3064375,3.3972144,Folk
8.8992476e-07,32542,823.4471717909437,1183.900845244723,-220.60114,190.20293,0.64094424,-2.634516,-10.601013,-4.033005,-11.517923,2.1727526,-8.553406,-12.037809,-1.8553084,-10.853098,-20.073069,-4.0246625,8.026627,9.920623,12.067796,4.729875,-1.1922177,-2.114968,Folk
4.2359594e-07,47042,1291.936146027614,2686.2879391883716,-107.67941,165.42787,-36.736946,45.081093,-20.726025,-9.21192,0.5718735,2.1703265,-8.220837,-19.230902,-19.989206,4.0614133,-1.2197387,-11.95068,-7.823071,0.1635926,-10.47267,1.0513107,-1.1802784,-16.867168,Folk
3.4787448e-07,93584,3150.956420761433,6531.238670968677,-90.2831,47.91788,-5.8388243,9.979152,-32.859413,-14.998052,-14.699974,5.2352195,-18.486637,-18.023165,-11.1598,0.102242455,-14.999979,2.9807568,5.704373,12.715433,-2.1952448,2.3877878,-9.714775,-6.984013,Folk
-7.607223e-06,62797,2418.4263733091284,5281.22238998354,-171.59912,82.96338,10.698836,30.076862,1.2380397,29.72243,-1.2238932,8.434993,-0.85576946,4.98856,0.92804265,4.66757,1.5815158,4.304288,-1.1026043,4.01864,-3.5313666,2.4187598,-0.78109515,-1.5997822,Rock
-3.534935e-05,28018,903.5616631758429,1481.6711851278078,-253.79662,169.1671,7.061517,28.147438,7.543312,-12.348455,-3.9339356,-8.903271,-7.5030537,-10.092937,-6.520712,-3.4099376,-7.931327,-2.9788334,-14.570146,-9.0599575,-5.9943657,-7.036649,-8.540349,-7.3167124,Folk
5.1258603e-06,22658,1297.567925269729,2621.1886872824825,-277.064,104.01813,30.595695,35.327206,16.596432,9.12344,10.946363,8.850929,4.5729,11.736013,2.5368414,3.411509,2.1749516,5.0546956,-0.32371402,4.030933,1.5902263,1.9847274,-1.2100215,2.9500988,Pop
3.5509536e-05,29156,1154.0090935725655,2293.9699913160825,-187.49803,150.86742,15.443594,20.20953,5.3975177,9.071736,15.473124,7.2204127,3.7284007,8.502928,1.0417613,1.9867684,1.4458288,5.8302054,1.4463634,0.42107725,-1.2330292,3.4823303,-1.6587158,2.4515517,Pop
7.604604e-05,95450,2245.9696231606,4317.999347949748,86.70687,103.547806,-37.212536,35.451927,-9.894121,9.943285,-13.159638,3.1720724,-14.610836,3.310832,-10.233722,4.6485457,-6.426512,4.304496,-10.305124,2.9821277,-9.497625,0.8646939,-5.269315,-1.1015383,Rock
2.9837904e-06,43718,1215.5249897822696,2223.669887105747,-136.99287,160.33519,-48.49533,25.966002,-27.523499,3.8665686,-21.96502,-11.483861,-11.874303,-19.809036,-4.9173627,-18.031841,-17.50966,-6.114069,-11.469189,-10.313221,-5.654766,-10.407868,-6.061255,-3.5310485,International
-8.644381e-05,42896,1264.337366606079,2570.4573202096244,-300.68732,153.33418,-14.3459015,39.995304,-21.35411,10.569806,-16.949123,4.498064,-9.321128,3.5408175,-6.608796,11.1851425,-3.5383234,-13.077494,6.665382,-9.977346,-3.0558312,9.830843,-8.518713,-1.4528979,Folk
-3.840277e-05,33277,1048.9740469163987,1846.7682286623742,-96.02519,171.58664,-23.376371,20.910172,-11.910192,14.910997,-6.400076,3.4687505,-4.541417,-4.301384,-11.160422,-0.61604124,-4.1767607,-3.779846,-7.8624954,-0.28116205,-0.7602559,-0.3905086,-9.566416,-7.4374046,Folk
1.0140923e-05,199215,4135.575739502887,7217.92635160486,31.070198,11.517653,-22.073294,26.279541,-5.6838503,17.182516,4.02279,11.975902,3.5388536,8.424046,-0.9471013,5.301514,-1.7305472,6.4564896,-2.1785944,3.3263073,-4.672783,-0.15641207,-2.5459244,5.8453712,Experimental
-5.4888365e-05,79329,2667.040396635524,5452.242031038361,-40.377697,59.911808,3.321689,71.286865,6.4402413,11.121756,-10.231427,15.893749,-0.48635888,8.307581,6.6020737,14.90299,4.5181465,12.304873,-4.874814,3.0164154,-4.9610276,1.5642768,0.69202834,-5.698891,Rock
0.00033602703,73937,2782.3966466789325,5539.591502848055,109.409065,77.67033,-29.819218,13.828769,-14.175301,10.366592,-0.78685856,9.131051,-4.848434,2.143203,-7.4788723,0.21113002,-6.4116144,0.65647787,-6.6039176,0.09722696,-6.6051598,-0.36324605,-6.28797,-0.73349035,Experimental
0.00018053094,104893,3232.9525761300165,6000.063718435565,86.07394,47.333553,-36.444225,25.481104,-0.67745507,17.448372,-0.049812198,15.250651,9.238819,10.230942,-1.2744997,8.239065,0.69361585,5.7214885,-0.7153036,7.070869,0.03148148,4.355779,-2.7772548,3.3770483,Experimental
-6.0233797e-06,79268,3177.5310206507856,6841.5289632854865,106.14758,69.25527,-7.2068195,5.8831353,-7.6840444,8.748862,2.5783937,8.992286,-1.6043342,4.0224843,-3.7736251,3.140965,-2.8746834,3.0772278,-3.0742066,2.8305733,-3.8195403,1.4279952,-3.0712733,3.2132833,Experimental
-7.1893046e-05,66314,2248.2896190827582,4536.508819320053,9.022009,91.53346,-27.047794,40.60028,7.2359724,15.024013,2.412996,5.4549046,2.2758794,7.592904,3.840922,8.678639,1.0233502,7.162015,-3.0868113,5.42025,1.1876329,3.166516,-0.65769655,2.652764,Rock
-1.8075103e-06,84917,2593.969100831608,5464.679943176317,31.779278,75.58756,-15.732844,36.334297,3.591326,28.570349,-7.7562313,7.2383647,-2.8750386,3.5672286,-9.600101,2.6313586,-2.2872653,-1.9987874,-6.4159636,-0.7107477,-5.6515985,1.4587889,-4.4621687,3.4434774,Rock
1.3383723e-05,37800,1145.440786056459,2180.565726508121,-217.70326,162.51913,-19.043493,33.8726,2.064229,6.964899,-1.6591765,2.1578457,-1.7341337,5.865731,0.31277516,2.7567945,-5.21711,0.9362321,-0.16265537,2.9767914,0.916009,2.0176883,0.031841516,0.44648844,Experimental
9.8323635e-06,88627,2225.0777605516087,4292.254577211222,-43.421856,98.88613,-34.680023,19.400543,-0.9005441,15.232157,-4.5274615,3.3127253,2.979135,10.362806,-7.4706554,1.2817912,0.26626357,5.6174083,0.85192037,5.804237,2.7624469,7.5071936,3.69821,0.22709681,Experimental
-4.2379703e-05,64054,2252.173461456362,4879.868481275377,-48.60923,97.222305,-1.0597245,27.022066,-4.813576,13.922851,4.598376,6.405549,-0.92242056,9.48404,0.21913145,2.346665,-3.437731,1.4078912,-4.3445883,3.2064943,-0.9753667,2.0124762,-1.1752919,1.4960384,Experimental
-0.00015160452,32874,2255.295573780138,5423.69013165061,-197.37451,81.03565,5.25932,29.54489,12.013609,17.988125,8.762972,11.826007,3.4170702,6.23134,1.5093758,5.8498077,0.8931568,4.797493,0.93853956,5.5762424,1.6257769,7.475835,6.7665887,10.5298,Experimental
1.4376729e-05,42779,1016.676311973859,1504.5742353787732,-272.92105,144.533,-26.520985,-21.929235,-11.978968,-18.613907,-8.778598,-9.923054,-16.499928,-9.081654,-4.3241644,-14.1256,-16.47451,-11.361654,-10.046947,-8.294202,-2.2803276,4.059812,5.089358,0.93269587,International
4.677626e-05,43680,1635.0893886390588,3275.006713394413,-29.522593,128.72223,-29.06238,23.700033,-4.576984,9.317129,2.5259197,20.619452,0.7896481,5.4950557,-0.34834966,3.097328,-2.5282614,7.512121,-6.5156717,-0.9762257,-5.953212,-5.626128,-7.8913097,2.4212992,Experimental
-0.0008819849,60728,2126.1965594477397,4288.024070905089,-36.47501,94.382675,-24.830118,65.07336,-5.4139476,17.003801,11.948504,6.03964,1.698672,15.715544,-2.706522,1.410475,0.56585956,6.3474174,-0.3871547,4.4427705,-4.155913,-3.8161666,1.0004535,-1.5665861,Rock
0.00018344176,45551,1756.3264149585118,3667.7194884687015,-215.7524,96.20352,-3.9914808,22.135767,6.964189,15.656061,5.6786704,13.251491,5.2500424,10.791819,9.590828,9.9224205,1.0390207,4.5900803,0.2787097,3.4368281,1.2205243,3.2769225,3.395029,2.7236848,Rock
-8.3585555e-06,23025,1129.7069090642117,2207.1033206148413,-155.01523,141.35437,14.944463,38.427094,10.606145,15.556111,-3.4297836,-0.050609767,-10.908702,-0.68417186,-10.432395,-1.6389703,-8.6112385,-6.4054155,-7.855385,-3.705555,-8.9497595,-4.822504,-9.775129,-3.2372634,Folk
3.723908e-06,23535,798.8266819640482,1519.7478610788862,-188.94044,178.96611,-7.1516986,37.815353,15.582439,8.320616,8.376007,-5.6384587,-1.945959,-1.3840181,-4.3214827,-0.4082492,0.3980413,-4.52913,-2.0278382,-6.6968956,-14.315917,-9.404432,-4.8513947,-2.109754,Folk
5.4640377e-06,28261,1284.2851422134288,2737.0150041690836,-117.49746,139.36417,-4.393019,40.50244,9.484367,18.00608,0.8724892,9.934299,0.46107948,12.593444,-0.261682,6.9406404,-4.3848267,2.6282642,-1.3703849,1.5337923,-6.2448554,1.4145923,-3.2112706,-0.89894474,Folk
4.4204403e-06,25460,765.6634158922357,1373.9301118621709,-239.79103,188.71826,-2.7554834,31.941578,16.056051,4.968674,7.5619173,-2.0028317,-4.576224,-1.9264985,-5.05388,-4.749435,-2.918424,-7.6311107,-3.7121851,-4.9227486,-8.878135,-3.6569655,-0.5974023,-2.6141284,Folk
0.002821605,51089,1704.2166550476313,3578.881741382649,49.721245,131.2971,-14.726063,25.069132,1.4837797,16.55685,0.64546907,11.965163,-4.0424967,7.8045497,-2.6588845,4.7090116,-1.7552801,3.5201087,-4.7661953,3.426434,-4.2897143,4.409545,-6.278632,4.6245294,Experimental
-4.6349005e-06,75649,2334.8027147701614,4453.520087988962,-100.9999,90.431496,-34.363037,29.422274,-3.4100132,7.895655,-2.0769851,4.718011,-2.5910633,6.1715713,-7.344475,3.4289126,-7.496616,-1.2803419,-2.9259012,1.3719436,-3.985376,0.9263864,-3.6333807,-0.30097756,Experimental
3.5425124e-05,109292,2455.7850679570884,4330.8258647608445,-13.874239,83.69407,-37.346287,51.165993,5.3546495,-8.289753,-16.576485,-1.7395667,-7.713928,7.0816145,-0.48167342,4.64751,-4.384221,5.76351,-8.267294,2.4382079,-7.230722,1.0033982,-7.5066085,-2.8620238,Rock
-1.905774e-05,46208,1785.493398682339,3769.9855367465652,-35.83919,122.36595,4.7434783,11.68224,2.960436,5.033583,0.8830198,6.328921,-3.5765193,8.803512,-1.956614,4.89985,-0.45077565,1.2245394,0.23440705,2.1739247,-5.1015797,4.903202,2.099281,2.0553312,Experimental
0.00024133302,91677,2590.230880816414,5146.560642942729,-74.23479,77.68699,-14.372891,21.843006,-0.98044646,7.3748827,-0.043649074,1.7986176,-1.8861104,4.1321354,-1.2764348,-1.5305028,-6.70184,-2.2494988,-4.103963,-1.7316904,-1.1262506,1.8877623,-6.45243,2.331824,Experimental
8.0122726e-07,45624,1544.4550450585064,3038.3232943413796,-140.2214,141.90086,-2.904948,24.011715,0.038093496,-0.7786584,-7.6799693,-1.2539321,-13.209125,6.839722,-9.223032,3.0490072,-4.5619116,-0.23255722,-4.8063927,-1.5351342,-6.856297,-2.8485138,-2.6056566,-1.6281884,Experimental
1.871346e-05,57198,1933.4139120896252,3913.8723312838883,-82.715836,113.18704,-20.97873,28.868565,6.338131,6.2318196,-5.5713134,13.851738,0.5595032,0.7696546,-1.6301267,9.544395,-9.932767,-3.666747,-8.986298,-4.0417514,-5.9164467,4.435237,-4.6913323,3.7783482,Rock
-4.0309227e-05,45100,1480.7860475396594,2941.990543519011,-119.177,146.97632,-26.401684,22.254887,-5.049757,5.5656505,1.6764846,-4.808999,-4.454245,5.1388,-1.5077194,4.397729,-4.1190085,6.505654,1.4438009,3.1006517,-7.466165,3.6874425,-0.23076792,1.0349342,Rock
-2.0817935e-05,39691,1305.1478658878987,2449.3059484834916,-56.14085,155.0627,-25.7956,20.788269,4.28879,4.073691,2.188823,2.688264,2.346208,13.268439,-4.4767556,-1.7435228,-9.651427,-1.6407063,-1.2691317,-0.82526463,2.0828092,12.084508,-2.6433876,-2.2549198,Experimental
-0.0017612373,10264,718.0608051232451,1175.7445816288246,-238.45662,135.47867,39.033028,34.20771,16.912186,22.801817,12.049197,9.534501,7.8456745,11.804195,3.3009262,3.0022106,-4.135229,-1.3792214,-0.24698013,7.1642485,5.5257325,2.3320808,1.2199688,1.9195026,Electronic
-1.3180827e-05,172560,3577.216862478612,6566.067422147318,-269.75488,63.303604,-2.4071321,0.44042024,6.2882714,-4.733203,-15.707107,0.19952928,-23.358288,-4.5251784,-17.943762,7.460085,-10.560106,1.1946436,-9.715731,-0.33684576,-6.700061,-6.2348003,-7.7026906,-3.7568364,Experimental
-1.4450483e-05,69788,1607.3096128484185,2580.2260643926566,-355.24237,101.25935,-42.22156,4.779272,-11.16428,-7.2033277,-6.8100133,-12.364885,-0.21819861,-10.861477,-3.6894135,21.114388,0.6141446,-6.4026823,3.7797754,-9.315129,-23.116425,2.762895,13.683137,28.71069,Folk
-0.0022258456,96430,2864.6680114070405,6112.321372962219,-79.10518,79.50019,-0.13693088,6.981112,-5.19213,5.2930813,-4.95128,3.5762124,-10.015424,2.9639196,-6.533078,2.1788762,-4.6258616,0.79572064,-9.9157505,-2.376828,-8.670194,-2.6036036,-5.689274,0.20178913,Pop
